,번호,성별,지역,독서빈도,선호도,종이책 독서량,전자책 독서량,오디오북 독서량,도서 선택 시 이용정보1,도서 선택 시 이용정보2,도서 입수경로1,도서 입수경로2,초등 선호분야1,초등 선호분야2,초등 선호분야3,중고등 선호분야1,중고등 선호분야2,중고등 선호분야3,학교 밖 도서관 이용 여부,학교 밖 주이용 도서관1,학교 밖 주이용 도서관2,월 이용횟수,연 이용횟수,이용 목적,비이용 이유,코로나 이후 종이책 독서 증감,코로나 이후 전자책 독서 증감,코로나 이후 웹소설 독서 증감,코로나 이후 오디오북 독서 증감,코로나 이후 독서량,코로나 이후 도서관 방문,코로나 이후 전자도서관 이용
2860,2861,남,부산,매일,약간 좋아한다,100,20,0,베스트셀러,"유명인, 전문가 추천",학교 도서관,집에 있는 책,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",13,없다,-1,-1,-1,-1,-1,주로 학교도서관을 이용한다,약간 증가,약간 증가,매우 증가,약간 증가,매우 증가,약간 감소,약간 감소
2861,2862,남,부산,일주일에 한두 번,약간 싫어한다,36,0,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",집에 있는 책,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",13,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2862,2863,남,부산,몇 달에 한번,보통이다,3,4,1,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",집에 있는 책,학교 도서관,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",7,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,변함 없음,변함 없음,약간 증가,변함 없음,약간 감소,매우 감소,변함 없음
2863,2864,남,부산,매일,약간 좋아한다,63,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 도서관,집에 있는 책,-1,-1,-1,2,"역사, 지리",9,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,변함 없음
2864,2865,남,부산,일주일에 한두 번,매우 싫어한다,25,3,1,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",직접 구입,학교 밖 도서관,-1,-1,-1,2,"예술, 문화",7,있다,공공도서관,작은도서관,3,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소
2865,2866,여,부산,한 달에 한두 번,보통이다,1,0,0,"가족, 선생님, 친구 추천",-1,학교 도서관,집에 있는 책,-1,-1,-1,3,소설,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 감소,약간 감소,변함 없음,약간 감소,변함 없음,약간 감소,약간 감소
2866,2867,여,부산,일주일에 한두 번,보통이다,30,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관,-1,-1,-1,7,"직업, 취업 관련",8,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2867,2868,여,부산,몇 달에 한번,약간 좋아한다,3,0,0,"가족, 선생님, 친구 추천",SNS 책 소개,직접 구입,주위 사람에게 대여,-1,-1,-1,2,수필,14,있다,공공도서관,작은도서관,1,-1,시험 공부,-1,매우 증가,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,변함 없음
2868,2869,여,부산,한 달에 한두 번,약간 싫어한다,20,0,0,"유명인, 전문가 추천","드라마, 영화의 원작",집에 있는 책,직접 구입,-1,-1,-1,2,"연예, 오락, 스포츠, 취미, 여행 ",7,없다,-1,-1,-1,-1,-1,집에서 멀다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2869,2870,여,부산,일주일에 한두 번,보통이다,55,5,0,베스트셀러,SNS 책 소개,부모님이 사다 주신다,직접 구입,-1,-1,-1,2,수필,7,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,매우 증가,변함 없음,약간 증가,변함 없음,변함 없음
2870,2871,여,부산,일주일에 한두 번,약간 좋아한다,2,4,0,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",학교 도서관,직접 구입,-1,-1,-1,2,기타,7,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,매우 감소,변함 없음
2871,2872,여,부산,일주일에 한두 번,약간 좋아한다,48,0,0,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",부모님이 사다 주신다,직접 구입,-1,-1,-1,2,"역사, 지리",12,없다,-1,-1,-1,-1,-1,기타,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,변함 없음
2872,2873,여,부산,일주일에 한두 번,약간 싫어한다,30,7,0,SNS 책 소개,각종 기관의 추천도서,집에 있는 책,직접 구입,-1,-1,-1,12,"직업, 취업 관련",2,없다,-1,-1,-1,-1,-1,집에서 멀다,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,약간 감소,약간 감소
2873,2874,여,부산,매일,약간 좋아한다,193,11,3,"서점, 도서관 등에서 책을 직접 보고",기타,직접 구입,학교 밖 도서관,-1,-1,-1,2,"예술, 문화",4,있다,공공도서관,작은도서관,14,-1,독서 및 도서 대출,-1,변함 없음,약간 증가,매우 증가,변함 없음,변함 없음,변함 없음,약간 감소
2874,2875,여,부산,일주일에 한두 번,약간 좋아한다,5,1,1,베스트셀러,각종 기관의 추천도서,부모님이 사다 주신다,집에 있는 책,-1,-1,-1,2,"직업, 취업 관련",12,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,매우 증가,약간 감소,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2875,2876,여,부산,몇 달에 한번,보통이다,6,0,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,직접 구입,집에 있는 책,-1,-1,-1,13,소설,14,있다,기타,공공도서관,1,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음
2876,2877,여,부산,몇 달에 한번,보통이다,3,0,2,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,직접 구입,-1,-1,-1,8,소설,13,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음
2877,2878,여,부산,일주일에 한두 번,약간 좋아한다,28,12,1,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,집에 있는 책,-1,-1,-1,2,"철학, 사상, 종교",3,없다,-1,-1,-1,-1,-1,읽고 싶은 책은 사서 읽는다,약간 증가,변함 없음,매우 증가,변함 없음,약간 증가,매우 감소,약간 감소
2878,2879,여,부산,일주일에 한두 번,약간 좋아한다,40,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 밖 도서관,학교 도서관,-1,-1,-1,2,수필,9,있다,공공도서관,작은도서관,2,-1,독서 및 도서 대출,-1,매우 감소,변함 없음,변함 없음,변함 없음,매우 감소,약간 감소,변함 없음
2879,2880,남,경기,한 달에 한두 번,약간 싫어한다,4,1,2,"텔레비전이나 라디오의 책 소개, 광고",SNS 책 소개,학교 밖 도서관,집에 있는 책,1,동화/소설,11,-1,-1,-1,있다,공공도서관,어린이도서관,12,-1,숙제에 필요한 자료조사,-1,약간 증가,변함 없음,매우 감소,약간 감소,매우 증가,약간 감소,약간 감소
2880,2881,남,경기,몇 달에 한번,약간 싫어한다,50,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,부모님이 사다 주신다,학교 밖 도서관,5,과학,12,-1,-1,-1,있다,공공도서관,-1,3,-1,독서 및 도서 대출,-1,약간 감소,매우 증가,변함 없음,변함 없음,매우 증가,약간 증가,변함 없음
2881,2882,남,경기,매일,보통이다,78,0,0,"가족, 선생님, 친구 추천","유명인, 전문가 추천",학교 밖 도서관,집에 있는 책,5,동화/소설,7,-1,-1,-1,있다,공공도서관,작은도서관,5,-1,독서 및 도서 대출,-1,매우 증가,변함 없음,변함 없음,변함 없음,매우 증가,매우 증가,변함 없음
2882,2883,남,경기,매일,약간 좋아한다,100,6,0,"서점, 도서관 등에서 책을 직접 보고","유튜브, 책방송 팟캐스트의 책 소개",학교 밖 도서관,집에 있는 책,7,동화/소설,5,-1,-1,-1,있다,공공도서관,-1,25,-1,독서 및 도서 대출,-1,매우 증가,약간 증가,약간 증가,변함 없음,매우 증가,매우 증가,변함 없음
2883,2884,남,경기,몇 달에 한번,약간 싫어한다,2,1,5,"인터넷의 책 소개, 광고","가족, 선생님, 친구 추천",부모님이 사다 주신다,학교 도서관,5,과학,1,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2884,2885,남,경기,한 달에 한두 번,보통이다,5,0,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 밖 도서관,집에 있는 책,3,기타,5,-1,-1,-1,있다,어린이도서관,공공도서관,2,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,변함 없음,매우 감소,약간 감소,변함 없음
2885,2886,남,경기,전혀 읽지 않음,약간 좋아한다,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,있다,공공도서관,어린이도서관,-1,3,기타,-1,매우 감소,약간 감소,약간 감소,매우 감소,약간 감소,매우 감소,매우 감소
2886,2887,남,경기,일주일에 한두 번,보통이다,90,2,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,집에 있는 책,7,"철학, 논리",12,-1,-1,-1,있다,공공도서관,작은도서관,999,999,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음
2887,2888,남,경기,매일,약간 좋아한다,100,0,0,기타,"서점, 도서관 등에서 책을 직접 보고",부모님이 사다 주신다,기타,1,동화/소설,14,-1,-1,-1,있다,공공도서관,어린이도서관,10,-1,독서 및 도서 대출,-1,매우 증가,매우 감소,매우 감소,매우 감소,매우 증가,매우 증가,매우 감소
2888,2889,남,경기,전혀 읽지 않음,매우 싫어한다,10,0,0,"유튜브, 책방송 팟캐스트의 책 소개","가족, 선생님, 친구 추천",부모님이 사다 주신다,집에 있는 책,1,"연예, 오락, 스포츠",7,-1,-1,-1,없다,-1,-1,-1,-1,-1,바빠서 이용할 시간이 없다,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소,매우 감소
2889,2890,남,경기,몇 달에 한번,약간 싫어한다,5,0,0,"유튜브, 책방송 팟캐스트의 책 소개","가족, 선생님, 친구 추천",학교 도서관,집에 있는 책,1,동화/소설,11,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,매우 감소
2890,2891,여,경기,일주일에 한두 번,보통이다,10,5,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관,부모님이 사다 주신다,3,"역사, 위인전",11,-1,-1,-1,있다,공공도서관,어린이도서관,2,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,매우 감소,약간 감소,약간 감소,약간 감소
2891,2892,여,경기,매일,약간 좋아한다,50,100,0,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",직접 구입,학교 도서관,3,"역사, 위인전",6,-1,-1,-1,있다,작은도서관,공공도서관,1,-1,기타,-1,매우 감소,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
2892,2893,여,경기,일주일에 한두 번,약간 싫어한다,10,70,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",주위 사람에게 대여,학교 도서관,12,"역사, 위인전",11,-1,-1,-1,있다,공공도서관,어린이도서관,5,-1,독서 및 도서 대출,-1,매우 감소,약간 감소,매우 증가,매우 감소,약간 증가,약간 감소,변함 없음
2893,2894,여,경기,일주일에 한두 번,매우 싫어한다,2,0,0,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,1,"연예, 오락, 스포츠",5,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,약간 감소,약간 감소
2894,2895,여,경기,일주일에 한두 번,약간 좋아한다,24,5,10,"드라마, 영화의 원작","유명인, 전문가 추천",직접 구입,집에 있는 책,5,"예술, 문화",11,-1,-1,-1,있다,공공도서관,작은도서관,1,-1,기타,-1,약간 증가,매우 증가,매우 증가,약간 증가,매우 증가,변함 없음,변함 없음
2895,2896,여,경기,매일,매우 좋아한다,280,0,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님이 사다 주신다,집에 있는 책,3,기타,5,-1,-1,-1,있다,공공도서관,작은도서관,1,-1,독서 및 도서 대출,-1,약간 감소,변함 없음,변함 없음,변함 없음,약간 감소,매우 감소,매우 감소
2896,2897,여,경기,일주일에 한두 번,보통이다,10,4,2,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",집에 있는 책,학교 밖 도서관,5,동화/소설,9,-1,-1,-1,있다,공공도서관,-1,1,-1,시험 공부,-1,매우 증가,변함 없음,약간 증가,매우 감소,약간 증가,약간 증가,변함 없음
2897,2898,여,경기,전혀 읽지 않음,매우 싫어한다,0,1,0,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,집에 있는 책,학교 도서관,11,"연예, 오락, 스포츠",3,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,약간 감소,변함 없음
2898,2899,여,경기,매일,약간 싫어한다,200,1,10,"가족, 선생님, 친구 추천","신문이나 잡지의 책 소개, 광고",부모님이 사다 주신다,집에 있는 책,9,동시/시,10,-1,-1,-1,있다,공공도서관,작은도서관,4,-1,독서 및 도서 대출,-1,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 감소,매우 증가
2899,2900,여,경기,9,약간 싫어한다,40,4,0,베스트셀러,기타,집에 있는 책,부모님이 사다 주신다,5,동화/소설,11,-1,-1,-1,있다,공공도서관,-1,-1,3,기타,-1,매우 증가,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음
2900,2901,남,경기,일주일에 한두 번,매우 좋아한다,2,5,4,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",직접 구입,집에 있는 책,7,수필,8,-1,-1,-1,없다,-1,-1,-1,-1,-1,읽을 만한 책이 없다,약간 증가,매우 증가,약간 증가,약간 증가,변함 없음,약간 증가,매우 증가
2901,2902,남,경기,몇 달에 한번,매우 싫어한다,1,0,0,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",부모님이 사다 주신다,선물,2,"역사, 위인전",12,-1,-1,-1,있다,기타,-1,999,999,독서 및 도서 대출,-1,약간 증가,매우 감소,약간 감소,매우 감소,매우 감소,매우 감소,매우 감소
2902,2903,남,경기,몇 달에 한번,약간 좋아한다,3,0,0,"서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",학교 밖 도서관,부모님이 사다 주신다,8,"연예, 오락, 스포츠",1,-1,-1,-1,있다,공공도서관,작은도서관,-1,1,"비디오, 영화 감상",-1,매우 감소,매우 감소,매우 감소,매우 감소,변함 없음,약간 증가,매우 감소
2903,2904,남,경기,전혀 읽지 않음,매우 싫어한다,1,1,1,"가족, 선생님, 친구 추천","유명인, 전문가 추천",선물,부모님이 사다 주신다,1,수필,-1,-1,-1,-1,있다,작은도서관,어린이도서관,10,-1,독서 및 도서 대출,-1,매우 감소,매우 감소,매우 감소,약간 증가,약간 증가,약간 증가,약간 감소
2904,2905,남,경기,일주일에 한두 번,매우 좋아한다,124,0,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 도서관,부모님이 사다 주신다,1,과학,11,-1,-1,-1,없다,-1,-1,-1,-1,-1,집에서 멀다,매우 증가,매우 감소,매우 감소,매우 감소,매우 증가,약간 증가,약간 증가
2905,2906,남,경기,매일,보통이다,5,30,0,"유튜브, 책방송 팟캐스트의 책 소개","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관,7,사회,12,-1,-1,-1,없다,-1,-1,-1,-1,-1,책을 읽지 않는다,매우 감소,매우 증가,변함 없음,변함 없음,약간 증가,매우 감소,변함 없음
2906,2907,남,경기,몇 달에 한번,보통이다,24,0,0,"서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",부모님이 사다 주신다,학교 도서관,12,과학,10,-1,-1,-1,있다,어린이도서관,공공도서관,2,-1,독서 및 도서 대출,-1,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가
2907,2908,남,경기,일주일에 한두 번,매우 좋아한다,6,4,2,기타,"서점, 도서관 등에서 책을 직접 보고",직접 구입,부모님이 사다 주신다,1,동시/시,3,-1,-1,-1,있다,기타,어린이도서관,1,-1,시험 공부,-1,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가,매우 증가
2908,2909,여,경기,일주일에 한두 번,매우 좋아한다,0,12,0,"텔레비전이나 라디오의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",직접 구입,학교 밖 도서관,11,"연예, 오락, 스포츠",14,-1,-1,-1,있다,어린이도서관,작은도서관,10,-1,독서 및 도서 대출,-1,매우 감소,약간 감소,약간 감소,9,약간 감소,약간 증가,매우 감소
